Date,Open,High,Low,Close,Adj Close,Volume,Average Return
10/30/18,2640.679932,2685.429932,2635.340088,2682.629883,2682.629883,5106380000,-0.015886042
10/31/18,2705.600098,2736.689941,2705.600098,2711.73999,2711.73999,5112420000,-0.002269327
11/1/18,2717.580078,2741.669922,2708.850098,2740.370117,2740.370117,4708420000,-0.008386152
11/2/18,2745.449951,2756.550049,2700.439941,2723.060059,2723.060059,4237930000,0.008155272
11/5/18,2726.370117,2744.27002,2717.939941,2738.310059,2738.310059,3623320000,-0.004379428
11/6/18,2738.399902,2756.820068,2737.080078,2755.449951,2755.449951,3510860000,-0.006226282
11/7/18,2774.129883,2815.149902,2774.129883,2813.889893,2813.889893,3914750000,-0.014332426
11/8/18,2806.379883,2814.75,2794.98999,2806.830078,2806.830078,3630490000,-0.000160418
11/9/18,2794.100098,2794.100098,2764.23999,2781.01001,2781.01001,4019090000,0.004684903
11/12/18,2773.929932,2775.98999,2722,2726.219971,2726.219971,3670930000,0.017199411
11/13/18,2730.050049,2754.600098,2714.97998,2722.179932,2722.179932,4091440000,0.002882774
11/14/18,2737.899902,2746.800049,2685.75,2701.580078,2701.580078,4402370000,0.013265578
11/15/18,2693.52002,2735.379883,2670.75,2730.199951,2730.199951,4179140000,-0.013617842
11/16/18,2718.540039,2746.75,2712.159912,2736.27002,2736.27002,3975180000,-0.006521876
11/19/18,2730.73999,2733.159912,2681.090088,2690.72998,2690.72998,3772900000,0.01465171
11/20/18,2654.600098,2669.439941,2631.52002,2641.889893,2641.889893,4357900000,0.004787992
11/21/18,2657.73999,2670.72998,2649.820068,2649.929932,2649.929932,3233550000,0.002938609
11/23/18,2633.360107,2647.550049,2631.090088,2632.560059,2632.560059,1651650000,0.000303813
11/26/18,2649.969971,2674.350098,2649.969971,2673.449951,2673.449951,3443950000,-0.00886047
11/27/18,2663.75,2682.530029,2655.889893,2682.169922,2682.169922,3485220000,-0.006915034
11/28/18,2691.449951,2744,2684.379883,2743.790039,2743.790039,3951670000,-0.0194468
11/29/18,2736.969971,2753.75,2722.939941,2737.800049,2737.800049,3560770000,-0.000303284
11/30/18,2737.76001,2760.879883,2732.76001,2760.169922,2760.169922,4658580000,-0.008185492
12/3/18,2790.5,2800.179932,2773.379883,2790.370117,2790.370117,4186060000,4.65E-05
12/4/18,2782.429932,2785.929932,2697.179932,2700.060059,2700.060059,4499840000,0.029603575
12/6/18,2663.51001,2696.149902,2621.530029,2695.949951,2695.949951,5141470000,-0.012179395
12/7/18,2691.26001,2708.540039,2623.139893,2633.080078,2633.080078,4216690000,0.021618101
12/10/18,2630.860107,2647.51001,2583.22998,2637.719971,2637.719971,4151030000,-0.002607461
12/11/18,2664.439941,2674.350098,2621.300049,2636.780029,2636.780029,3905870000,0.010381135
12/12/18,2658.22998,2685.439941,2650.26001,2651.070068,2651.070068,3958890000,0.002693489
12/13/18,2658.699951,2670.189941,2637.27002,2650.540039,2650.540039,3927720000,0.003069136
12/14/18,2629.679932,2635.070068,2593.840088,2599.949951,2599.949951,4035020000,0.011305551
12/17/18,2590.75,2601.129883,2530.540039,2545.939941,2545.939941,4616350000,0.017296173
12/18/18,2559.899902,2573.98999,2528.709961,2546.159912,2546.159912,4470880000,0.005367393
12/19/18,2547.050049,2585.290039,2488.959961,2506.959961,2506.959961,5127940000,0.015739812
12/20/18,2496.77002,2509.629883,2441.179932,2467.419922,2467.419922,5585780000,0.011755227
12/21/18,2465.379883,2504.409912,2408.550049,2416.620117,2416.620117,7609010000,0.01977779
12/24/18,2400.560059,2410.340088,2351.100098,2351.100098,2351.100098,2613930000,0.020603509
12/26/18,2363.120117,2467.76001,2346.580078,2467.699951,2467.699951,4233990000,-0.04425498
12/27/18,2442.5,2489.100098,2397.939941,2488.830078,2488.830078,4096610000,-0.018968302
12/28/18,2498.77002,2520.27002,2472.889893,2485.73999,2485.73999,3702620000,0.005214578
12/31/18,2498.939941,2509.23999,2482.820068,2506.850098,2506.850098,3442870000,-0.003165405
1/2/19,2476.959961,2519.48999,2467.469971,2510.030029,2510.030029,3733160000,-0.013351071
1/3/19,2491.919922,2493.139893,2443.959961,2447.889893,2447.889893,3822860000,0.017669119
1/4/19,2474.330078,2538.070068,2474.330078,2531.939941,2531.939941,4213410000,-0.023283014
1/7/19,2535.610107,2566.159912,2524.560059,2549.689941,2549.689941,4104710000,-0.005552839
1/8/19,2568.110107,2579.820068,2547.560059,2574.409912,2574.409912,4083030000,-0.00245309
1/9/19,2580,2595.320068,2568.889893,2584.959961,2584.959961,4052480000,-0.001922466
1/10/19,2573.51001,2597.820068,2562.02002,2596.639893,2596.639893,3704500000,-0.008987679
1/11/19,2588.110107,2596.27002,2577.399902,2596.26001,2596.26001,3434490000,-0.003148978
1/14/19,2580.310059,2589.320068,2570.409912,2582.610107,2582.610107,3664450000,-0.000891384
1/15/19,2585.100098,2613.080078,2585.100098,2610.300049,2610.300049,3572330000,-0.009748153
1/16/19,2614.75,2625.76001,2612.679932,2616.100098,2616.100098,3863770000,-0.000516339
1/17/19,2609.280029,2645.060059,2606.360107,2635.959961,2635.959961,3772270000,-0.010225017
1/18/19,2651.27002,2675.469971,2647.580078,2670.709961,2670.709961,3986730000,-0.007332313
1/22/19,2657.879883,2657.879883,2617.27002,2632.899902,2632.899902,3908030000,0.009398461
1/23/19,2643.47998,2653.189941,2612.860107,2638.699951,2638.699951,3335610000,0.001808233
1/24/19,2638.840088,2647.199951,2627.01001,2642.330078,2642.330078,3433250000,-0.001322547
1/25/19,2657.439941,2672.379883,2657.330078,2664.76001,2664.76001,3814080000,-0.002754557
1/28/19,2644.969971,2644.969971,2624.060059,2643.850098,2643.850098,3612810000,0.000423397
1/29/19,2644.889893,2650.929932,2631.050049,2640,2640,3504200000,0.001848808
1/30/19,2653.620117,2690.439941,2648.340088,2681.050049,2681.050049,3867810000,-0.010336797
1/31/19,2685.48999,2708.949951,2678.649902,2704.100098,2704.100098,4917650000,-0.006929874
2/1/19,2702.320068,2716.659912,2696.879883,2706.530029,2706.530029,3759270000,-0.001557906
2/4/19,2706.48999,2724.98999,2698.75,2724.870117,2724.870117,3359840000,-0.006791131
2/5/19,2728.340088,2738.97998,2724.030029,2737.699951,2737.699951,3560430000,-0.003430607
2/6/19,2735.050049,2738.080078,2724.149902,2731.610107,2731.610107,3472690000,0.001257725
2/7/19,2717.530029,2719.320068,2687.26001,2706.050049,2706.050049,4099490000,0.004224417
2/8/19,2692.360107,2708.070068,2681.830078,2707.879883,2707.879883,3622330000,-0.005764376
2/11/19,2712.399902,2718.050049,2703.790039,2709.800049,2709.800049,3361970000,0.000958507
2/12/19,2722.610107,2748.189941,2722.610107,2744.72998,2744.72998,3827770000,-0.00812451
2/13/19,2750.300049,2761.850098,2748.629883,2753.030029,2753.030029,3670770000,-0.000992612
2/14/19,2743.5,2757.899902,2731.22998,2745.72998,2745.72998,3836700000,-0.000812823
2/15/19,2760.23999,2775.659912,2760.23999,2775.600098,2775.600098,3641370000,-0.005564773
2/19/19,2769.280029,2787.330078,2767.290039,2779.76001,2779.76001,3533710000,-0.00378437
2/20/19,2779.050049,2789.879883,2774.060059,2784.699951,2784.699951,3835450000,-0.002033034
2/21/19,2780.23999,2781.580078,2764.550049,2774.879883,2774.879883,3559710000,0.00192793
2/22/19,2780.669922,2794.199951,2779.110107,2792.669922,2792.669922,3427810000,-0.004315507
2/25/19,2804.350098,2813.48999,2794.98999,2796.110107,2796.110107,3804380000,0.002938289
2/26/19,2792.360107,2803.120117,2789.469971,2793.899902,2793.899902,3645680000,-0.000551431
2/27/19,2787.5,2795.76001,2775.129883,2792.379883,2792.379883,3767130000,-0.001750631
2/28/19,2788.110107,2793.72998,2782.51001,2784.48999,2784.48999,4396930000,0.001298412
3/1/19,2798.219971,2808.02002,2787.379883,2803.689941,2803.689941,3972280000,-0.001954803
3/4/19,2814.370117,2816.879883,2767.659912,2792.810059,2792.810059,3919810000,0.007660705
3/5/19,2794.409912,2796.439941,2782.969971,2789.649902,2789.649902,3585690000,0.001703404
3/6/19,2790.27002,2790.27002,2768.689941,2771.449951,2771.449951,3786600000,0.006744892
3/7/19,2766.530029,2767.25,2739.090088,2748.929932,2748.929932,3904860000,0.006361795
3/8/19,2730.790039,2744.129883,2722.27002,2743.070068,2743.070068,3423130000,-0.004496878
3/11/19,2747.610107,2784,2747.610107,2783.300049,2783.300049,3749030000,-0.012989449
3/12/19,2787.340088,2798.320068,2786.72998,2791.52002,2791.52002,3414230000,-0.001499613
3/13/19,2799.780029,2821.23999,2799.780029,2810.919922,2810.919922,3766150000,-0.003978846
3/14/19,2810.379883,2815,2803.459961,2808.47998,2808.47998,3469730000,0.000676031
3/15/19,2810.790039,2830.72998,2810.790039,2822.47998,2822.47998,5962730000,-0.004158952
3/18/19,2822.610107,2835.409912,2821.98999,2832.939941,2832.939941,3552190000,-0.003659674
3/19/19,2840.76001,2852.419922,2823.27002,2832.570068,2832.570068,3620220000,0.002883011
3/20/19,2831.340088,2843.540039,2812.429932,2824.22998,2824.22998,3771200000,0.002511217
3/21/19,2819.719971,2860.310059,2817.379883,2854.879883,2854.879883,3546800000,-0.012469292
3/22/19,2844.52002,2846.159912,2800.469971,2800.709961,2800.709961,4237200000,0.015401565
3/25/19,2796.01001,2809.790039,2785.02002,2798.360107,2798.360107,3376580000,-0.000840518
3/26/19,2812.659912,2829.870117,2803.98999,2818.459961,2818.459961,3266050000,-0.002062122
3/27/19,2819.719971,2825.560059,2787.719971,2805.370117,2805.370117,3372930000,0.005089106
3/28/19,2809.399902,2819.709961,2798.77002,2815.439941,2815.439941,3158170000,-0.002149939
3/29/19,2828.27002,2836.030029,2819.22998,2834.399902,2834.399902,3740700000,-0.002167361
4/1/19,2848.629883,2869.399902,2848.629883,2867.189941,2867.189941,3500760000,-0.006515433
4/2/19,2868.23999,2872.899902,2858.75,2867.23999,2867.23999,3246900000,0.000348646
4/3/19,2876.090088,2885.25,2865.169922,2873.399902,2873.399902,3550240000,0.000935362
4/4/19,2873.98999,2881.280029,2867.139893,2879.389893,2879.389893,3015180000,-0.001878887
4/5/19,2884.159912,2893.23999,2882.98999,2892.73999,2892.73999,3146820000,-0.002974897
4/8/19,2888.459961,2895.949951,2880.780029,2895.77002,2895.77002,3054030000,-0.002530781
4/9/19,2886.580078,2886.879883,2873.330078,2878.199951,2878.199951,3007980000,0.002903133
4/10/19,2881.370117,2889.709961,2879.129883,2888.209961,2888.209961,3062380000,-0.002373817
4/11/19,2891.919922,2893.419922,2881.98999,2888.320068,2888.320068,2938540000,0.001244797
4/12/19,2900.860107,2910.540039,2898.370117,2907.409912,2907.409912,3688490000,-0.002257884
4/15/19,2908.320068,2909.600098,2896.47998,2905.580078,2905.580078,3088330000,0.000942121
4/16/19,2912.26001,2916.060059,2900.709961,2907.060059,2907.060059,3402210000,0.001785538
4/17/19,2916.040039,2918,2895.449951,2900.449951,2900.449951,3602300000,0.005346322
4/18/19,2904.810059,2908.399902,2891.899902,2905.030029,2905.030029,3506850000,-7.57E-05
4/22/19,2898.780029,2909.51001,2896.350098,2907.969971,2907.969971,2997950000,-0.003170279
4/23/19,2909.98999,2936.310059,2908.530029,2933.679932,2933.679932,3635030000,-0.008140902
4/24/19,2934,2936.830078,2926.050049,2927.25,2927.25,3448960000,0.002300613
4/25/19,2928.98999,2933.100098,2912.840088,2926.169922,2926.169922,3425280000,0.000962812
4/26/19,2925.810059,2939.879883,2917.560059,2939.879883,2939.879883,3248500000,-0.004808864
4/29/19,2940.580078,2949.52002,2939.350098,2943.030029,2943.030029,3118780000,-0.000833152
4/30/19,2937.139893,2948.219971,2924.110107,2945.830078,2945.830078,3919330000,-0.002958724
5/1/19,2952.330078,2954.129883,2923.360107,2923.72998,2923.72998,3645850000,0.009687297
5/2/19,2922.159912,2931.679932,2900.5,2917.52002,2917.52002,3778890000,0.00158783
5/3/19,2929.209961,2947.850098,2929.209961,2945.639893,2945.639893,3338120000,-0.005608998
5/6/19,2908.889893,2937.320068,2898.209961,2932.469971,2932.469971,3181520000,-0.008106212
5/7/19,2913.030029,2913.030029,2862.600098,2884.050049,2884.050049,3767100000,0.009948397
5/8/19,2879.610107,2897.959961,2873.280029,2879.419922,2879.419922,3485790000,6.60E-05
5/9/19,2859.840088,2875.969971,2836.399902,2870.719971,2870.719971,3638820000,-0.003804368
5/10/19,2863.100098,2891.310059,2825.389893,2881.399902,2881.399902,3529600000,-0.006391605
5/13/19,2840.189941,2840.189941,2801.429932,2811.870117,2811.870117,3894030000,0.009971102
5/14/19,2820.120117,2852.540039,2820.120117,2834.409912,2834.409912,3322720000,-0.005067087
5/15/19,2820.379883,2858.679932,2815.080078,2850.959961,2850.959961,3125950000,-0.010842539
5/16/19,2855.800049,2892.149902,2855.800049,2876.320068,2876.320068,3338060000,-0.007185384
5/17/19,2858.600098,2885.47998,2854.22998,2859.530029,2859.530029,3257950000,-0.00032531
5/20/19,2841.939941,2853.860107,2831.290039,2840.22998,2840.22998,3288870000,0.000601688
5/21/19,2854.02002,2868.879883,2854.02002,2864.360107,2864.360107,3218700000,-0.00362299
5/22/19,2856.060059,2865.469971,2851.110107,2856.27002,2856.27002,3192510000,-7.35E-05
5/23/19,2836.699951,2836.699951,2805.48999,2822.23999,2822.23999,3891980000,0.005097459
5/24/19,2832.409912,2841.360107,2820.189941,2826.060059,2826.060059,2887390000,0.002241855
5/28/19,2830.030029,2840.51001,2801.580078,2802.389893,2802.389893,4121410000,0.009766729
5/29/19,2790.25,2792.030029,2766.060059,2783.02002,2783.02002,3700050000,0.002591158
5/30/19,2786.939941,2799,2776.73999,2788.860107,2788.860107,3273790000,-0.000688987
5/31/19,2766.149902,2768.97998,2750.52002,2752.060059,2752.060059,3981020000,0.005093666
6/3/19,2751.530029,2763.070068,2728.810059,2744.449951,2744.449951,3943810000,0.002573142
6/4/19,2762.639893,2804.48999,2762.639893,2803.27002,2803.27002,3810430000,-0.014706994
6/5/19,2818.090088,2827.280029,2800.919922,2826.149902,2826.149902,3548830000,-0.002860027
6/6/19,2828.51001,2852.100098,2822.449951,2843.48999,2843.48999,3396410000,-0.005296068
6/7/19,2852.870117,2884.969971,2852.870117,2873.340088,2873.340088,3220250000,-0.00717522
6/10/19,2885.830078,2904.77002,2885.51001,2886.72998,2886.72998,3209210000,-0.000311835
6/11/19,2903.27002,2910.610107,2878.530029,2885.719971,2885.719971,3548420000,0.006044925
6/12/19,2882.72998,2888.570068,2874.679932,2879.840088,2879.840088,3034130000,0.001002484
6/13/19,2886.23999,2895.23999,2881.98999,2891.639893,2891.639893,3069810000,-0.001870913
6/14/19,2886.820068,2894.449951,2879.620117,2886.97998,2886.97998,2922330000,-5.54E-05
6/17/19,2889.75,2897.27002,2887.300049,2889.669922,2889.669922,2810140000,2.77E-05
6/18/19,2906.709961,2930.790039,2905.439941,2917.75,2917.75,3437620000,-0.003798122
6/19/19,2920.550049,2931.73999,2911.429932,2926.459961,2926.459961,3287890000,-0.002023561
6/20/19,2949.600098,2958.060059,2931.5,2954.179932,2954.179932,3905940000,-0.001552697
6/21/19,2952.709961,2964.149902,2946.870117,2950.459961,2950.459961,5000120000,0.000762012
6/24/19,2951.419922,2954.919922,2944.050049,2945.350098,2945.350098,3136250000,0.002056578
6/25/19,2945.780029,2946.52002,2916.01001,2917.379883,2917.379883,3578050000,0.00964096
6/26/19,2926.070068,2932.590088,2912.98999,2913.780029,2913.780029,3478130000,0.004200186
6/27/19,2919.659912,2929.300049,2918.570068,2924.919922,2924.919922,3122920000,-0.001801583
6/28/19,2932.939941,2943.97998,2929.050049,2941.76001,2941.76001,5420700000,-0.003007245
7/1/19,2971.409912,2977.929932,2952.219971,2964.330078,2964.330078,3513270000,0.002382651
7/2/19,2964.659912,2973.209961,2955.919922,2973.01001,2973.01001,3206840000,-0.002816545
7/3/19,2978.080078,2995.840088,2977.959961,2995.820068,2995.820068,1963720000,-0.005956855
7/5/19,2984.25,2994.030029,2967.969971,2990.409912,2990.409912,2434210000,-0.002064141
7/8/19,2979.77002,2980.76001,2970.090088,2975.949951,2975.949951,2904550000,0.001282001
7/9/19,2965.52002,2981.899902,2963.439941,2979.629883,2979.629883,3028210000,-0.004757973
7/10/19,2989.300049,3002.97998,2984.620117,2993.070068,2993.070068,3154240000,-0.001261171
7/11/19,2999.620117,3002.330078,2988.800049,2999.909912,2999.909912,3154620000,-9.66E-05
7/12/19,3003.360107,3013.919922,3001.870117,3013.77002,3013.77002,2974960000,-0.003466089
7/15/19,3017.800049,3017.800049,3008.77002,3014.300049,3014.300049,2874970000,0.001159785
7/16/19,3012.129883,3015.02002,3001.149902,3004.040039,3004.040039,3290650000,0.002685755
7/17/19,3005.100098,3005.26001,2984.25,2984.419922,2984.419922,3181600000,0.006881693
7/18/19,2978.870117,2998.280029,2973.090088,2995.110107,2995.110107,3296580000,-0.005451728
7/19/19,3004.26001,3006.02002,2975.860107,2976.610107,2976.610107,3260360000,0.009203565
7/22/19,2981.929932,2990.709961,2976.649902,2985.030029,2985.030029,3003720000,-0.001039628
7/23/19,2994.73999,3005.899902,2988.560059,3005.469971,3005.469971,3313660000,-0.003582942
7/24/19,2998.77002,3019.590088,2996.820068,3019.560059,3019.560059,3428980000,-0.006932855
7/25/19,3016.26001,3016.310059,2997.23999,3003.669922,3003.669922,3645270000,0.004174073
7/26/19,3013.25,3027.97998,3012.590088,3025.860107,3025.860107,3257590000,-0.004184886
7/29/19,3024.469971,3025.610107,3014.300049,3020.969971,3020.969971,3203710000,0.001157228
7/30/19,3007.659912,3017.189941,3000.939941,3013.179932,3013.179932,3634330000,-0.001835321
7/31/19,3016.219971,3017.399902,2958.080078,2980.379883,2980.379883,4623430000,0.011882452
8/1/19,2980.320068,3013.590088,2945.22998,2953.560059,2953.560059,4762300000,0.008978904
8/2/19,2943.899902,2945.5,2914.110107,2932.050049,2932.050049,3874660000,0.004025223
8/5/19,2898.070068,2898.070068,2822.120117,2844.73999,2844.73999,4513730000,0.018401928
8/6/19,2861.179932,2884.399902,2847.419922,2881.77002,2881.77002,4154240000,-0.007196363
8/7/19,2858.649902,2892.169922,2825.709961,2883.97998,2883.97998,4491750000,-0.008860854
8/8/19,2896.209961,2938.719971,2894.469971,2938.090088,2938.090088,4106370000,-0.014460321
8/9/19,2930.51001,2935.75,2900.149902,2918.649902,2918.649902,3350640000,0.004047114
8/12/19,2907.070068,2907.580078,2873.139893,2882.699951,2882.699951,2851630000,0.008383051
8/13/19,2880.719971,2943.310059,2877.050049,2926.320068,2926.320068,3853600000,-0.01582941
8/14/19,2894.149902,2894.149902,2839.639893,2840.600098,2840.600098,4312530000,0.018502775
8/15/19,2846.199951,2856.669922,2825.51001,2847.600098,2847.600098,4038000000,-0.000491936
8/16/19,2864.73999,2893.629883,2864.73999,2888.679932,2888.679932,3498150000,-0.008356759
8/19/19,2913.47998,2931,2913.47998,2923.649902,2923.649902,3212880000,-0.003490644
8/20/19,2919.01001,2923.629883,2899.600098,2900.51001,2900.51001,3066300000,0.006337765
8/21/19,2922.040039,2928.72998,2917.909912,2924.429932,2924.429932,3011190000,-0.000817885
8/22/19,2930.939941,2939.080078,2904.51001,2922.949951,2922.949951,2890880000,0.002726085
8/23/19,2911.070068,2927.01001,2834.969971,2847.110107,2847.110107,3937300000,0.021971289
8/26/19,2866.699951,2879.27002,2856,2878.379883,2878.379883,2857600000,-0.004074348
8/27/19,2893.139893,2898.790039,2860.590088,2869.159912,2869.159912,3533630000,0.008288566
8/28/19,2861.280029,2890.030029,2853.050049,2887.939941,2887.939941,3097420000,-0.009317477
8/29/19,2910.370117,2930.5,2905.669922,2924.580078,2924.580078,3176190000,-0.004882527
8/30/19,2937.090088,2940.429932,2913.320068,2926.459961,2926.459961,3008450000,0.003619272
9/3/19,2909.01001,2914.389893,2891.850098,2906.27002,2906.27002,3426790000,0.000941898
9/4/19,2924.669922,2938.840088,2921.860107,2937.780029,2937.780029,3163260000,-0.004482594
9/5/19,2960.600098,2985.860107,2960.600098,2976,2976,3890700000,-0.005201615
9/6/19,2980.330078,2985.030029,2972.51001,2978.709961,2978.709961,3208280000,0.000543603
9/9/19,2988.429932,2989.429932,2969.389893,2978.429932,2978.429932,4002890000,0.003346239
9/10/19,2971.01001,2979.389893,2957.01001,2979.389893,2979.389893,4390770000,-0.00282055
9/11/19,2981.409912,3000.929932,2975.310059,3000.929932,3000.929932,3927550000,-0.006547245
9/12/19,3009.080078,3020.73999,3000.919922,3009.570068,3009.570068,3791860000,-0.000162837
9/13/19,3012.209961,3017.330078,3002.899902,3007.389893,3007.389893,3520060000,0.001600177
9/16/19,2996.409912,3002.189941,2990.669922,2997.959961,2997.959961,4274640000,-0.000517302
9/17/19,2995.669922,3006.209961,2993.72998,3005.699951,3005.699951,3671840000,-0.003348176
9/18/19,3001.5,3007.830078,2978.570068,3006.72998,3006.72998,3435540000,-0.001742455
9/19/19,3010.360107,3021.98999,3003.159912,3006.790039,3006.790039,3251290000,0.001185927
9/20/19,3008.419922,3016.370117,2984.679932,2992.070068,2992.070068,6094740000,0.005434698
9/23/19,2983.5,2999.149902,2982.22998,2991.780029,2991.780029,3186590000,-0.002775274
9/24/19,3002.429932,3007.97998,2957.72998,2966.600098,2966.600098,3868160000,0.011933612
9/25/19,2968.350098,2989.820068,2952.860107,2984.870117,2984.870117,3318870000,-0.005565388
9/26/19,2985.72998,2987.280029,2963.709961,2977.620117,2977.620117,3077240000,0.002716208
9/27/19,2985.469971,2987.310059,2945.530029,2961.790039,2961.790039,3243650000,0.007931727
9/30/19,2967.070068,2983.850098,2967.070068,2976.73999,2976.73999,3247610000,-0.003259081
10/1/19,2983.689941,2992.530029,2938.699951,2940.25,2940.25,3558040000,0.014559134
10/2/19,2924.780029,2924.780029,2874.929932,2887.610107,2887.610107,3912520000,0.012708621
10/3/19,2885.379883,2911.129883,2855.939941,2910.629883,2910.629883,3503640000,-0.008751014
10/4/19,2918.560059,2953.73999,2918.560059,2952.01001,2952.01001,2990830000,-0.011461114
10/7/19,2944.22998,2959.75,2935.679932,2938.790039,2938.790039,2940140000,0.001847662
10/8/19,2920.399902,2925.469971,2892.659912,2893.060059,2893.060059,3356450000,0.009361678
10/9/19,2911.100098,2929.320068,2907.409912,2919.399902,2919.399902,2726820000,-0.002851088
10/10/19,2918.550049,2948.459961,2917.120117,2938.129883,2938.129883,3217250000,-0.006708754
10/11/19,2963.070068,2993.280029,2963.070068,2970.27002,2970.27002,3580460000,-0.002429896
10/14/19,2965.810059,2972.840088,2962.939941,2966.149902,2966.149902,2557020000,-0.000114587
10/15/19,2973.610107,3003.280029,2973.610107,2995.679932,2995.679932,3340740000,-0.007421896
10/16/19,2989.679932,2997.540039,2985.199951,2989.689941,2989.689941,3222570000,-3.35E-06
10/17/19,3000.77002,3008.290039,2991.790039,2997.949951,2997.949951,3115960000,0.000939782
10/18/19,2996.840088,3000,2976.310059,2986.199951,2986.199951,3264290000,0.003550452
10/21/19,2996.47998,3007.330078,2995.350098,3006.719971,3006.719971,3271620000,-0.00341734
10/22/19,3010.72998,3014.570068,2995.040039,2995.98999,2995.98999,3523890000,0.004895819
10/23/19,2994.01001,3004.780029,2991.209961,3004.52002,3004.52002,3392870000,-0.003510346
10/24/19,3014.780029,3016.070068,3000.419922,3010.290039,3010.290039,3692600000,0.001489326
10/25/19,3003.320068,3027.389893,3001.939941,3022.550049,3022.550049,3370370000,-0.006402908
10/28/19,3032.120117,3044.080078,3032.120117,3039.419922,3039.419922,3521230000,-0.002407492
10/29/19,3035.389893,3047.870117,3034.810059,3036.889893,3036.889893,3589930000,-0.00049417
10/30/19,3039.73999,3050.100098,3025.959961,3046.77002,3046.77002,3776030000,-0.002312708
10/31/19,3046.899902,3046.899902,3023.189941,3037.560059,3037.560059,4139280000,0.003065359